,,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max Ch=1,Intensity Max Ch=2,Intensity Mean Ch=1,Intensity Mean Ch=2,Intensity Median Ch=1,Intensity Median Ch=2,Intensity Min Ch=1,Intensity Min Ch=2,Intensity StdDev Ch=1,Intensity StdDev Ch=2,Intensity Sum Ch=1,Intensity Sum Ch=2,Number of Vertices,Position,,,Sphericity,Volume
1191,10-20 microns from soma center,0.37,70.16,48.15,0.22,0.45,4086.00,7473.00,2815.00,7188.75,2422.06,7150.21,1390.00,6950.00,1010.32,186.60,11260.00,28755.00,18.00,57.89,34.08,20.25,0.58,0.01
1192,20-30 microns from soma center,0.31,69.39,40.17,0.13,0.45,9072.00,8810.00,5925.33,8067.67,4051.00,6784.00,4051.00,6784.00,2238.56,911.39,17776.00,24203.00,14.00,56.81,34.36,20.19,0.73,0.01
1193,20-30 microns from soma center,0.31,71.28,37.09,0.09,0.93,5916.00,10687.00,3333.75,8553.25,2521.87,7472.94,1798.00,7287.00,1559.95,1357.25,13335.00,34213.00,18.00,58.04,35.50,21.24,0.73,0.01
1194,20-30 microns from soma center,4.33,71.67,36.93,0.34,0.57,9277.00,17561.00,4335.63,9232.07,3954.37,8972.13,1446.00,6512.00,1822.72,2222.00,247131.00,526228.00,170.00,57.52,37.63,20.28,0.50,0.30
1195,20-30 microns from soma center,0.37,72.04,46.38,0.37,0.29,7344.00,8069.00,4533.40,7493.20,3692.09,7026.97,1678.00,6989.00,1873.32,431.17,22667.00,37466.00,22.00,57.86,37.57,20.76,0.54,0.01
1196,20-30 microns from soma center,0.37,72.38,46.12,0.22,0.45,5617.00,8190.00,4582.25,7405.25,4244.70,7279.34,3768.00,6742.00,681.45,517.43,18329.00,29621.00,18.00,58.13,37.60,21.13,0.65,0.01
1197,10-20 microns from soma center,4.55,69.45,46.55,0.34,0.57,10027.00,12783.00,4774.02,8818.90,4594.52,8470.19,1225.00,6815.00,1608.33,1466.92,233927.00,432126.00,172.00,56.15,35.38,20.45,0.43,0.26
1198,20-30 microns from soma center,0.38,69.81,47.02,0.13,0.45,6439.00,11337.00,5204.67,9110.33,3310.00,7857.00,3310.00,7857.00,1360.07,1578.64,15614.00,27331.00,14.00,56.58,35.32,20.61,0.65,0.01
1199,10-20 microns from soma center,1.51,71.32,48.52,0.22,0.56,7440.00,13151.00,4169.31,8519.23,4164.61,8133.09,2065.00,6597.00,1378.57,1619.43,54201.00,110750.00,50.00,57.06,37.49,20.62,0.53,0.07
1200,10-20 microns from soma center,0.63,68.59,48.21,0.27,0.35,10409.00,11738.00,5579.50,8877.50,3372.30,8717.36,2331.00,6935.00,3319.93,1478.61,33477.00,53265.00,24.00,55.90,34.10,20.40,0.65,0.02
1201,10-20 microns from soma center,0.60,69.05,48.49,0.30,0.36,9271.00,9332.00,6667.57,8267.14,6041.13,7667.90,4573.00,7447.00,1474.27,757.12,46673.00,57870.00,28.00,56.02,34.58,20.84,0.63,0.02
1202,10-20 microns from soma center,0.22,69.53,48.25,0.22,0.45,5921.00,8510.00,3140.00,7247.25,2105.56,6935.76,1133.00,6505.00,1793.42,755.81,12560.00,28989.00,18.00,56.17,35.12,21.12,0.69,0.01
1203,10-20 microns from soma center,0.45,70.91,49.07,0.23,0.45,9059.00,9296.00,4153.00,8011.00,2616.91,7649.47,1243.00,7112.00,2651.48,728.93,20765.00,40055.00,22.00,57.35,35.91,21.20,0.63,0.01
1204,10-20 microns from soma center,0.35,70.61,49.94,0.22,0.61,7598.00,10588.00,4087.75,9253.00,2793.97,8537.79,2204.00,7811.00,2100.32,1122.76,16351.00,37012.00,18.00,56.94,36.07,21.04,0.70,0.01
1205,10-20 microns from soma center,0.36,70.90,48.61,0.14,0.00,5756.00,10152.00,4285.33,9844.67,2683.00,9269.00,2683.00,9269.00,1258.00,407.36,12856.00,29534.00,14.00,57.02,36.51,21.03,0.63,0.01
1206,10-20 microns from soma center,2.15,70.61,48.60,0.44,0.38,9491.00,16043.00,5400.33,10821.90,4923.41,9425.47,2447.00,7859.00,1526.16,2562.47,129608.00,259725.00,78.00,57.75,34.85,20.89,0.59,0.14
1207,10-20 microns from soma center,0.57,71.46,48.66,0.30,0.61,8977.00,10263.00,4551.14,8233.86,3564.47,7723.36,2873.00,7076.00,1946.64,978.34,31858.00,57637.00,30.00,58.02,35.76,21.49,0.66,0.02
1208,10-20 microns from soma center,10.65,70.38,49.64,0.23,0.74,13030.00,52823.00,6180.59,18261.20,5819.88,14898.10,1198.00,7875.00,2405.48,9202.73,1205220.00,3560940.00,406.00,56.48,36.11,21.41,0.55,1.32
1209,10-20 microns from soma center,0.40,70.86,50.47,0.00,1.99,6932.00,12638.00,5553.67,12324.70,4830.00,12107.00,4830.00,12107.00,975.04,227.05,16661.00,36974.00,14.00,56.82,36.22,21.92,0.51,0.01
1210,10-20 microns from soma center,1.49,72.35,49.29,0.08,0.47,9269.00,10234.00,4731.46,8642.31,4239.07,8446.30,1512.00,6184.00,2084.38,1095.79,61509.00,112350.00,54.00,58.48,36.79,21.45,0.44,0.05
1211,10-20 microns from soma center,2.88,71.00,49.40,0.47,0.38,10648.00,13312.00,5140.31,9529.96,4565.00,8714.34,1800.00,7427.00,2517.88,1727.89,133648.00,247779.00,100.00,56.47,37.24,21.56,0.43,0.13
1212,10-20 microns from soma center,0.97,72.21,49.92,0.23,0.65,8554.00,11976.00,6274.44,9538.67,6212.90,9103.00,3475.00,7624.00,1501.91,1408.44,56470.00,85848.00,36.00,57.87,37.90,20.72,0.68,0.05
1213,30-40 microns from soma center,8.65,72.60,31.89,0.32,0.53,11196.00,15651.00,4674.09,9714.73,4222.69,9084.71,1494.00,6154.00,1929.63,2198.38,500128.00,1039480.00,332.00,58.07,37.94,21.41,0.40,0.61
1214,30-40 microns from soma center,1.01,70.20,31.86,0.09,0.76,7008.00,14740.00,3274.33,9607.22,2939.73,8637.31,1157.00,7044.00,1738.49,2078.84,29469.00,86465.00,32.00,57.67,34.16,20.87,0.66,0.05
1215,30-40 microns from soma center,1.06,70.58,30.97,0.16,0.65,4884.00,9018.00,3246.91,7515.73,2943.14,7551.63,1335.00,6108.00,1099.02,721.94,35716.00,82673.00,44.00,57.78,34.55,21.19,0.54,0.04
1216,30-40 microns from soma center,0.94,70.67,31.13,0.06,0.80,7387.00,12203.00,4750.22,8550.33,4482.40,7734.16,2294.00,7590.00,1423.97,1395.45,42752.00,76953.00,38.00,58.02,34.33,21.20,0.58,0.04
1217,30-40 microns from soma center,0.93,71.47,31.48,0.27,0.56,8082.00,13039.00,4816.00,9925.33,3905.05,8725.86,1792.00,7806.00,1964.41,1646.77,43344.00,89328.00,34.00,56.46,37.98,21.84,0.71,0.05
1218,30-40 microns from soma center,0.26,71.96,31.14,0.39,0.47,3778.00,9352.00,3168.67,8337.67,2819.00,7624.00,2819.00,7624.00,432.43,736.79,9506.00,25013.00,14.00,56.92,38.15,22.00,0.68,0.01
1219,30-40 microns from soma center,2.83,71.97,29.92,0.72,0.14,8160.00,12095.00,4309.87,8845.61,3566.52,8619.30,670.00,7068.00,2015.93,1148.07,99127.00,203449.00,94.00,56.65,38.28,22.49,0.40,0.11
1220,30-40 microns from soma center,0.13,72.21,31.22,0.39,0.47,5870.00,8153.00,4283.00,7799.00,2141.00,7552.00,2141.00,7552.00,1572.13,256.76,12849.00,23397.00,14.00,56.95,38.02,22.93,0.83,0.00
1221,30-40 microns from soma center,1.23,73.10,33.22,0.42,0.43,6866.00,13262.00,4349.92,9686.31,3585.41,8869.52,1867.00,7554.00,1709.18,1907.92,56549.00,125922.00,50.00,57.01,39.86,22.47,0.63,0.07
1222,40-50 microns from soma center,2.18,71.06,24.54,0.61,0.20,7472.00,11767.00,4019.57,8135.81,3691.00,7731.58,1877.00,6523.00,1638.38,1227.93,84411.00,170852.00,76.00,56.60,36.92,21.97,0.46,0.10
1223,40-50 microns from soma center,0.09,72.72,24.97,0.39,0.47,4080.00,7268.00,3923.67,6976.33,3671.00,6695.00,3671.00,6695.00,180.33,234.04,11771.00,20929.00,14.00,58.46,37.17,22.10,0.82,0.00
1224,30-40 microns from soma center,0.33,72.95,27.79,0.39,0.47,5678.00,9265.00,3467.67,8450.00,2210.00,7587.00,2210.00,7587.00,1567.89,685.88,10403.00,25350.00,14.00,58.32,37.57,22.55,0.80,0.01
1225,30-40 microns from soma center,1.35,71.20,27.84,0.51,0.24,4581.00,10735.00,2772.43,7837.71,2419.59,7474.44,1401.00,6722.00,1062.48,1053.44,38814.00,109728.00,56.00,56.39,37.49,21.99,0.46,0.05
1226,30-40 microns from soma center,3.72,73.96,30.31,0.44,0.42,13142.00,14821.00,5029.93,9162.57,4494.77,8730.46,1552.00,6784.00,2114.90,1709.05,211257.00,384828.00,138.00,58.61,39.24,22.25,0.48,0.22
1227,30-40 microns from soma center,0.89,72.93,29.79,0.20,0.41,6188.00,10107.00,3273.13,8255.50,2830.25,8448.64,1304.00,6816.00,1622.17,1087.19,26185.00,66044.00,32.00,57.18,39.52,22.09,0.65,0.04
1228,30-40 microns from soma center,0.38,73.63,29.66,0.07,0.41,4509.00,7949.00,3117.25,7557.25,2000.75,7554.02,1981.00,7004.00,1141.81,348.70,12469.00,30229.00,18.00,57.47,40.23,22.34,0.57,0.01
1229,40-50 microns from soma center,1.03,73.45,22.21,0.27,0.51,5232.00,11093.00,3560.90,9064.60,2764.88,8822.88,2026.00,7029.00,1273.22,1388.90,35609.00,90646.00,40.00,57.12,40.25,22.62,0.65,0.05
1230,40-50 microns from soma center,0.37,73.79,22.32,0.22,0.45,8434.00,8682.00,6218.75,7915.50,5324.06,7472.58,3489.00,7061.00,1940.27,668.07,24875.00,31662.00,18.00,57.55,39.93,23.20,0.70,0.01
1231,40-50 microns from soma center,0.31,74.22,21.27,0.15,0.35,4631.00,9724.00,2592.50,7991.00,1960.81,7325.56,995.00,7268.00,1335.82,1010.77,10370.00,31964.00,18.00,57.90,40.15,23.33,0.61,0.01
1232,40-50 microns from soma center,5.42,74.25,19.92,0.26,0.66,9211.00,34358.00,3757.01,13341.50,3490.07,10855.00,794.00,6631.00,1716.18,6251.18,338131.00,1200740.00,202.00,58.48,40.19,21.87,0.63,0.59
1233,40-50 microns from soma center,0.17,73.95,20.97,0.39,0.47,8653.00,9483.00,5559.00,8592.33,3825.00,7737.00,3825.00,7737.00,2193.11,713.24,16677.00,25777.00,14.00,58.14,39.72,22.60,0.75,0.00
1234,40-50 microns from soma center,0.20,73.58,20.97,0.39,0.47,6110.00,8034.00,4983.33,7596.33,4121.00,7163.00,4121.00,7163.00,833.24,355.59,14950.00,22789.00,14.00,57.66,39.45,23.09,0.60,0.00
1235,40-50 microns from soma center,0.51,74.38,21.53,0.73,0.00,5134.00,8655.00,3177.40,7939.80,2301.97,7840.04,1257.00,7309.00,1431.36,430.42,15887.00,39699.00,22.00,58.78,39.64,22.50,0.54,0.01
1236,40-50 microns from soma center,0.23,74.50,22.32,0.13,0.45,5029.00,8158.00,3038.00,7247.67,1025.00,6557.00,1025.00,6557.00,1634.70,671.81,9114.00,21743.00,14.00,58.85,39.53,22.91,0.64,0.01
1237,40-50 microns from soma center,2.74,110.38,24.37,0.28,0.31,7869.00,11939.00,4331.18,9244.55,3441.50,8873.43,1709.00,6972.00,1835.97,1432.83,95286.00,203380.00,86.00,99.65,43.22,19.61,0.47,0.14
1238,40-50 microns from soma center,0.40,110.15,23.85,0.34,0.18,3421.00,8821.00,2629.25,7872.00,2448.86,7393.00,1414.00,7189.00,789.45,639.34,10517.00,31488.00,18.00,98.81,44.57,19.59,0.54,0.01
1239,40-50 microns from soma center,1.42,109.44,24.10,0.22,0.26,5168.00,10874.00,2878.62,8829.69,2583.02,8406.69,953.00,6457.00,1314.09,1249.60,37422.00,114786.00,50.00,95.24,50.05,20.07,0.52,0.06
1240,40-50 microns from soma center,1.48,109.70,25.24,0.12,0.60,6612.00,10053.00,3758.13,8651.60,2759.38,8496.81,1580.00,7102.00,1509.68,913.57,56372.00,129774.00,58.00,96.17,49.11,19.35,0.51,0.06
1241,30-40 microns from soma center,1.22,110.46,28.44,0.11,0.72,5461.00,8347.00,3723.62,7519.85,3578.31,7248.19,2114.00,6702.00,1034.45,501.12,48407.00,97758.00,44.00,96.28,50.22,20.23,0.58,0.06
1242,30-40 microns from soma center,0.13,109.73,28.81,0.12,0.93,5195.00,7808.00,4011.00,7149.67,3268.00,6771.00,3268.00,6771.00,846.24,467.27,12033.00,21449.00,14.00,95.10,50.91,20.12,0.59,0.00
1243,30-40 microns from soma center,0.69,110.03,29.84,0.16,0.26,8025.00,10462.00,5236.17,8709.83,4379.48,8419.00,2782.00,6830.00,1921.47,1241.85,31417.00,52259.00,26.00,95.22,51.09,20.72,0.57,0.02
1244,40-50 microns from soma center,1.36,109.52,23.06,0.62,0.21,7226.00,12031.00,3708.50,8486.29,3201.53,7843.27,1438.00,7158.00,1603.49,1477.25,51919.00,118808.00,54.00,94.18,51.85,20.87,0.57,0.06
1245,40-50 microns from soma center,1.11,110.00,22.54,0.31,0.41,9066.00,14842.00,4390.83,8525.33,3577.82,7494.34,1861.00,6592.00,2001.17,2198.00,52690.00,102304.00,46.00,94.72,51.86,20.93,0.60,0.05
1246,40-50 microns from soma center,1.43,109.63,24.39,0.16,0.85,5266.00,13527.00,3470.73,9243.40,3357.84,8453.27,1262.00,7429.00,1159.43,1499.01,52061.00,138651.00,52.00,94.75,51.05,20.86,0.67,0.09
1247,40-50 microns from soma center,0.21,109.65,24.96,0.14,0.00,4037.00,8271.00,3000.67,7852.33,2065.00,7057.00,2065.00,7057.00,808.21,562.65,9002.00,23557.00,14.00,94.16,52.13,20.98,0.62,0.00
1248,30-40 microns from soma center,0.56,118.98,26.63,0.42,0.24,6086.00,9667.00,3045.00,8022.67,1702.52,7699.47,1207.00,6959.00,1792.29,857.11,18270.00,48136.00,26.00,99.77,60.95,22.08,0.60,0.02
1249,30-40 microns from soma center,0.60,118.36,26.91,0.60,0.17,4712.00,10493.00,3562.83,8036.00,3154.08,7569.93,1923.00,7107.00,982.21,1122.64,21377.00,48216.00,26.00,99.26,60.26,22.91,0.69,0.02
1250,30-40 microns from soma center,0.36,118.35,27.24,0.22,0.45,5779.00,8715.00,4386.00,7902.50,4320.56,7691.97,2189.00,6992.00,1371.57,636.88,17544.00,31610.00,18.00,98.64,61.27,22.85,0.68,0.01
1251,30-40 microns from soma center,2.57,118.40,26.23,0.30,0.52,8546.00,18865.00,4106.31,10527.30,4190.86,9957.25,1353.00,6988.00,1797.09,2751.29,106764.00,273711.00,88.00,98.58,61.54,22.68,0.57,0.17
1252,30-40 microns from soma center,0.23,118.92,26.86,0.13,0.45,3437.00,8604.00,2625.67,8206.67,1824.00,7962.00,1824.00,7962.00,658.54,283.45,7877.00,24620.00,14.00,99.33,61.44,22.38,0.64,0.01
1253,40-50 microns from soma center,0.15,119.29,26.08,0.00,1.92,4092.00,8106.00,3978.33,7503.67,3764.00,7161.00,3764.00,7161.00,151.65,427.26,11935.00,22511.00,14.00,99.57,61.66,22.67,0.58,0.00
1254,40-50 microns from soma center,0.37,119.28,25.53,0.34,0.18,3380.00,9067.00,3018.50,8039.50,3151.55,7636.66,2354.00,7315.00,393.26,661.54,12074.00,32158.00,18.00,99.80,61.26,22.66,0.61,0.01
1255,30-40 microns from soma center,0.72,120.47,27.88,0.16,0.18,5463.00,11320.00,3471.14,7722.14,2647.67,6736.58,2288.00,6327.00,1171.96,1620.62,24298.00,54055.00,26.00,100.86,61.85,22.68,0.56,0.02
1256,40-50 microns from soma center,1.23,119.81,23.21,0.22,0.78,3926.00,9927.00,2433.64,8350.55,1955.20,7740.49,1228.00,7100.00,840.51,906.36,26770.00,91856.00,44.00,100.19,61.62,22.80,0.53,0.05
1257,10-20 microns from soma center,0.59,120.59,62.86,0.46,0.21,12550.00,13639.00,9505.60,11501.80,8620.25,9895.27,4371.00,9578.00,3005.33,1739.15,47528.00,57509.00,22.00,101.18,61.37,23.20,0.70,0.03
1258,< 10 microns from soma center,9.23,118.64,62.55,0.18,0.70,15958.00,17748.00,8323.07,11870.50,8060.91,11534.40,1721.00,8223.00,3108.67,2297.07,873922.00,1246400.00,312.00,99.10,60.92,23.31,0.40,0.67
1259,< 10 microns from soma center,0.53,121.36,62.94,0.34,0.18,13655.00,12999.00,11967.00,11437.30,11809.70,10893.80,8931.00,10221.00,1891.87,1030.19,47868.00,45749.00,18.00,102.43,61.19,22.17,0.63,0.02
1260,< 10 microns from soma center,5.85,121.58,62.17,0.13,0.67,18152.00,19415.00,7644.58,11904.40,7426.20,11246.70,1611.00,8351.00,2957.36,2442.96,504542.00,785690.00,190.00,102.92,60.47,23.09,0.44,0.39
1261,< 10 microns from soma center,6.15,122.19,63.21,0.18,0.44,16781.00,18424.00,8460.54,11730.20,7948.44,11276.20,2909.00,8533.00,3108.64,2088.59,499172.00,692082.00,192.00,103.75,60.59,22.24,0.39,0.34
1262,< 10 microns from soma center,0.22,122.33,63.64,0.39,0.47,13477.00,13761.00,11180.70,11847.70,9979.00,10346.00,9979.00,10346.00,1624.34,1424.23,33542.00,35543.00,14.00,103.65,60.87,22.74,0.70,0.01
1263,< 10 microns from soma center,8.64,122.19,62.34,0.18,0.53,24602.00,24219.00,10901.10,13495.50,10179.80,12738.90,3860.00,7982.00,3871.47,2954.33,1046510.00,1295570.00,280.00,103.28,61.03,23.19,0.41,0.63
1264,< 10 microns from soma center,0.16,122.61,66.83,0.39,0.47,13850.00,8347.00,11502.00,7987.00,9862.00,7614.00,9862.00,7614.00,1703.33,299.39,34506.00,23961.00,14.00,103.72,61.32,22.71,0.78,0.00
1265,< 10 microns from soma center,8.51,123.48,62.61,0.25,0.62,20714.00,32222.00,13412.90,16940.40,13172.60,15762.30,6924.00,10502.00,3168.28,4318.09,1421770.00,1795690.00,282.00,104.57,61.44,23.19,0.45,0.70
1266,< 10 microns from soma center,0.35,122.62,62.24,0.12,0.93,8744.00,11660.00,8361.00,10580.30,7662.00,9300.00,7662.00,9300.00,495.02,973.86,25083.00,31741.00,14.00,103.58,61.43,23.07,0.61,0.01
1267,< 10 microns from soma center,0.09,120.99,66.20,0.13,0.45,13785.00,7866.00,10958.70,7580.00,7507.00,7220.00,7507.00,7220.00,2600.84,268.87,32876.00,22740.00,14.00,101.51,61.65,23.10,0.45,0.00
1268,< 10 microns from soma center,0.22,125.14,66.17,0.13,0.45,13419.00,8386.00,10660.00,8260.00,8690.00,8067.00,8690.00,8067.00,2009.60,138.58,31980.00,24780.00,14.00,107.03,60.47,23.45,0.56,0.00
1269,< 10 microns from soma center,0.25,125.30,64.98,0.22,0.61,11433.00,9244.00,7279.00,8155.25,5484.23,8107.12,5317.00,7135.00,2471.59,746.46,29116.00,32621.00,18.00,106.84,60.95,23.88,0.78,0.01
1270,< 10 microns from soma center,0.21,122.94,64.22,0.20,0.48,11947.00,7879.00,9650.00,7700.00,10044.90,7658.99,4786.00,7432.00,2906.64,174.72,38600.00,30800.00,18.00,104.10,61.04,23.54,0.71,0.01
1271,< 10 microns from soma center,0.23,124.10,64.10,0.39,0.47,11278.00,12386.00,7738.33,10807.00,3800.00,9935.00,3800.00,9935.00,3065.87,1118.55,23215.00,32421.00,14.00,104.89,62.06,23.37,0.74,0.01
1272,< 10 microns from soma center,0.42,124.43,61.42,0.18,0.49,7759.00,9979.00,5692.80,9081.40,4465.39,8603.34,3978.00,8341.00,1579.46,654.65,28464.00,45407.00,22.00,105.20,62.00,23.90,0.55,0.01
1273,< 10 microns from soma center,0.53,124.94,61.39,0.27,0.35,8681.00,12236.00,7397.60,9809.40,6801.01,8207.08,5407.00,7974.00,1174.85,1973.20,36988.00,49047.00,22.00,106.24,61.25,23.87,0.66,0.02
1274,< 10 microns from soma center,0.77,124.82,61.50,0.68,0.19,14412.00,12306.00,9459.43,11086.60,8047.00,10792.10,5836.00,8936.00,2698.86,1161.18,66216.00,77606.00,30.00,105.97,61.48,23.88,0.61,0.03
1275,< 10 microns from soma center,0.09,123.96,63.82,0.39,0.47,5983.00,8126.00,5615.00,7859.33,5285.00,7508.00,5285.00,7508.00,286.22,259.30,16845.00,23578.00,14.00,104.97,61.51,23.75,0.80,0.00
1276,< 10 microns from soma center,1.23,126.10,63.23,0.31,0.45,17608.00,11481.00,11315.50,10017.50,10076.80,9550.06,8016.00,8809.00,2813.48,917.17,124470.00,110193.00,46.00,108.08,60.26,24.22,0.53,0.05
1277,< 10 microns from soma center,3.98,125.91,64.91,0.20,0.73,24574.00,31449.00,12906.60,16252.70,12170.00,15294.80,5445.00,11177.00,4000.89,4367.51,619517.00,780131.00,134.00,107.80,60.45,24.02,0.57,0.32
1278,< 10 microns from soma center,2.62,125.80,64.40,0.13,0.74,19481.00,21472.00,13165.20,15260.00,13150.70,14715.30,6088.00,11176.00,3051.14,2700.98,302799.00,350981.00,84.00,107.58,60.56,24.14,0.49,0.14
1279,< 10 microns from soma center,0.17,126.70,63.02,0.13,0.45,5132.00,8682.00,3736.67,7484.33,1161.00,6287.00,1161.00,6287.00,1823.39,977.75,11210.00,22453.00,14.00,108.34,60.98,24.44,0.57,0.00
1280,< 10 microns from soma center,7.51,126.36,62.61,0.26,0.53,21037.00,44044.00,11579.30,18253.10,11085.20,16634.90,4276.00,8606.00,3622.70,6507.63,1458990.00,2299900.00,270.00,108.01,60.98,24.11,0.60,0.91
1281,< 10 microns from soma center,0.89,125.77,61.31,0.36,0.54,11287.00,11783.00,7724.63,9898.00,8348.64,9438.84,5364.00,8146.00,1864.81,1104.38,61797.00,79184.00,34.00,106.95,61.60,24.21,0.56,0.03
1282,< 10 microns from soma center,1.53,120.43,61.16,0.32,0.24,16594.00,12396.00,8128.80,9526.33,6687.00,9220.42,3175.00,7439.00,4014.41,1281.01,121932.00,142895.00,54.00,64.87,99.54,19.71,0.58,0.08
1283,< 10 microns from soma center,0.67,121.03,61.36,0.07,0.37,9305.00,12290.00,6787.00,11265.20,5737.84,11335.30,5547.00,9074.00,1341.57,1173.18,33935.00,56326.00,18.00,65.57,99.82,19.63,0.65,0.03
1284,< 10 microns from soma center,0.32,121.04,61.54,0.13,0.45,9643.00,12119.00,7798.67,10606.30,4290.00,9136.00,4290.00,9136.00,2482.09,1218.18,23396.00,31819.00,14.00,64.64,100.53,19.10,0.64,0.01
1285,< 10 microns from soma center,0.51,121.04,61.44,0.17,0.20,12295.00,8902.00,9652.50,8298.67,9927.91,8176.84,5081.00,7355.00,2462.28,502.14,57915.00,49792.00,24.00,65.03,100.17,19.65,0.63,0.02
1286,< 10 microns from soma center,0.41,121.21,63.67,0.15,0.35,9987.00,11752.00,6798.25,9163.50,5424.09,8375.68,5079.00,8105.00,1935.28,1499.30,27193.00,36654.00,18.00,64.95,100.34,20.15,0.68,0.01
1287,< 10 microns from soma center,0.44,121.71,63.25,0.67,0.12,11245.00,11405.00,7781.17,8545.17,7619.01,7910.84,4708.00,6910.00,2169.03,1457.42,46687.00,51271.00,26.00,65.11,100.91,19.77,0.62,0.01
1288,< 10 microns from soma center,0.81,120.87,63.13,0.20,0.46,14620.00,11320.00,10383.70,10032.20,9326.46,9899.57,8317.00,8685.00,2139.28,809.70,62302.00,60193.00,26.00,65.61,99.54,19.92,0.62,0.03
1289,< 10 microns from soma center,0.21,120.80,63.27,0.25,0.50,13083.00,9049.00,9766.25,8144.00,7830.38,7834.59,7080.00,7759.00,2431.63,525.95,39065.00,32576.00,18.00,65.74,99.39,19.86,0.66,0.00
1290,< 10 microns from soma center,8.17,120.43,63.72,0.33,0.59,23290.00,28315.00,13699.70,15679.70,13335.20,15217.70,4956.00,10385.00,3800.49,3099.99,1616570.00,1850200.00,294.00,68.57,97.25,18.58,0.50,0.78
1291,< 10 microns from soma center,0.23,126.82,63.66,0.13,0.45,11354.00,9313.00,6904.33,8838.00,3934.00,8302.00,3934.00,8302.00,3204.73,414.99,20713.00,26514.00,14.00,81.71,94.70,20.96,0.65,0.01
1292,< 10 microns from soma center,0.37,129.56,63.09,0.13,0.45,4323.00,10824.00,4118.33,9528.67,3777.00,7991.00,3777.00,7991.00,242.95,1169.19,12355.00,28586.00,14.00,83.07,97.15,21.14,0.63,0.01
1293,< 10 microns from soma center,0.17,128.78,61.84,0.13,0.45,11622.00,10266.00,8454.00,9548.67,5728.00,8836.00,5728.00,8836.00,2426.43,583.80,25362.00,28646.00,14.00,82.82,96.33,21.12,0.57,0.00
1294,< 10 microns from soma center,2.44,127.51,61.18,0.72,0.17,15186.00,13882.00,6605.73,10481.50,5663.00,9915.91,1717.00,7415.00,3364.89,1767.52,171749.00,272520.00,96.00,82.12,95.17,21.41,0.52,0.13
1295,< 10 microns from soma center,0.43,127.82,63.89,0.07,0.41,9962.00,9915.00,8062.75,8681.75,7666.44,8051.64,4715.00,7960.00,2138.23,782.29,32251.00,34727.00,18.00,82.39,95.34,21.44,0.53,0.01
1296,< 10 microns from soma center,0.36,127.75,63.19,0.22,0.45,13327.00,9903.00,11992.80,9053.25,11105.90,8938.34,10270.00,8340.00,1336.76,557.67,47971.00,36213.00,18.00,82.25,95.21,22.15,0.64,0.01
1297,< 10 microns from soma center,0.45,128.20,63.17,0.34,0.00,10281.00,10162.00,9014.80,9002.20,8201.61,8044.19,7168.00,8002.00,1189.38,864.35,45074.00,45011.00,20.00,82.84,95.46,21.49,0.63,0.01
1298,< 10 microns from soma center,1.92,127.97,62.68,0.37,0.48,12717.00,13685.00,7993.82,9613.76,7322.13,8869.98,1756.00,7396.00,3099.00,1668.39,135895.00,163434.00,68.00,82.23,95.73,21.23,0.45,0.08
1299,< 10 microns from soma center,0.54,128.50,61.94,0.64,0.17,16272.00,12142.00,11402.00,10742.50,9514.48,10640.90,7535.00,9510.00,3467.03,811.32,68412.00,64455.00,26.00,82.54,96.16,21.30,0.65,0.02
1300,< 10 microns from soma center,0.73,128.81,61.94,0.05,0.45,8827.00,15847.00,6319.67,12175.30,6841.45,11421.90,1352.00,9916.00,2430.25,1963.76,37918.00,73052.00,26.00,83.09,96.09,21.31,0.58,0.03
1301,20-30 microns from soma center,0.22,129.13,50.79,0.13,0.45,5454.00,8661.00,4881.00,8100.00,3885.00,7723.00,3885.00,7723.00,706.94,404.44,14643.00,24300.00,14.00,83.27,96.36,21.35,0.60,0.00
1302,10-20 microns from soma center,2.33,129.31,50.73,0.32,0.38,11310.00,12961.00,6748.68,9915.72,6621.91,9185.92,3309.00,7501.00,2169.29,1622.42,168717.00,247893.00,84.00,83.56,96.24,21.84,0.53,0.13
1303,10-20 microns from soma center,1.44,130.53,50.51,0.13,0.60,10713.00,11137.00,5882.08,9555.92,5546.18,9232.52,1715.00,8335.00,2413.10,951.51,70585.00,114671.00,50.00,83.85,97.63,21.82,0.45,0.05
1304,< 10 microns from soma center,0.45,130.35,62.86,0.39,0.47,10047.00,15776.00,5803.33,12486.00,2485.00,9551.00,2485.00,9551.00,3155.75,2553.71,17410.00,37458.00,14.00,83.99,97.18,22.19,0.63,0.01
1305,10-20 microns from soma center,1.06,130.56,52.15,0.07,0.88,11270.00,10326.00,6339.89,8411.33,5002.45,7587.22,3593.00,7095.00,2406.30,1144.93,57059.00,75702.00,38.00,83.25,98.08,22.25,0.51,0.04
1306,10-20 microns from soma center,0.33,130.79,51.89,0.20,0.48,11348.00,9257.00,6708.75,8028.50,4682.03,7473.60,4467.00,7272.00,2771.20,773.71,26835.00,32114.00,18.00,83.48,98.35,21.53,0.65,0.01
1307,10-20 microns from soma center,5.84,130.52,50.28,0.22,0.75,15680.00,36562.00,8579.76,13707.60,8114.37,10920.80,2230.00,7388.00,2831.91,6206.08,815077.00,1302220.00,222.00,83.54,97.87,21.85,0.60,0.61
